date,use [kW],FurnaceHRV [kW],CellarOutlets [kW],WashingMachine [kW],FridgeRange [kW],DisposalDishwasher [kW],KitchenLights [kW],BedroomOutlets [kW],BedroomLights [kW],MasterOutlets [kW],MasterLights [kW],DuctHeaterHRV [kW],ElectricRange [kW],Dryer [kW],GarageMudroomLights [kW]
2014-01-01 06:30:00,1.4481516669999999,0.690105556,0.078319444,0.00613,0.080910556,0.005888889,0.002851111,0.020662778,0.004914444,0.046100556,0.010947778,0.481012222,0.002414444,0.00472,0.013173889
2014-01-01 07:00:00,0.9201700010000001,0.645578889,0.028827778,0.006112222,0.018681111,0.005361111,0.00339,0.020769444,0.004831667,0.046375,0.009387222,0.108771667,0.003361667,0.005726667,0.012995556
2014-01-01 07:30:00,1.3256477770000004,0.573048333,0.044523889,0.006023333,0.075083333,0.005858333,0.002812222,0.020856667,0.007322222,0.045835556,0.01102,0.513170556,0.002376111,0.004653333,0.013063889
2014-01-01 08:00:00,1.0624522229999998,0.592766667,0.079576667,0.006055556,0.038977222,0.005079444,0.051691111,0.027404444,0.00604,0.051837222,0.06234,0.062218889,0.059570556,0.006021667,0.012872778
2014-01-01 08:30:00,2.110455554,0.521164444,0.010186667,0.005942222,0.055714444,0.005702222,0.25409,0.026731111,0.004936667,0.050787778,0.011069444,0.554987222,0.591583889,0.004693333,0.012866111
2014-01-01 09:00:00,1.116067222,0.563002222,0.078432222,0.005993889,0.074048333,0.005070556,0.238891111,0.027104444,0.004737778,0.051430556,0.008819444,0.036606111,0.003322222,0.005801667,0.012806667
2014-01-01 09:30:00,1.4342555549999996,0.600661667,0.042062778,0.005998889,0.042467222,0.005863333,0.002761667,0.022361667,0.019489444,0.051058333,0.046578889,0.575283333,0.002251667,0.004413333,0.013003333
2014-01-01 10:00:00,0.980319444,0.499163333,0.044128333,0.005940556,0.062370556,0.004808333,0.003248889,0.012980556,0.066383889,0.052391111,0.167906111,0.038411111,0.003714444,0.006228333,0.012643889
2014-01-01 10:30:00,1.1290655539999999,0.138334444,0.073493333,0.094268333,0.052166667,0.054229444,0.002788333,0.011717222,0.004845,0.046566667,0.010911667,0.566698889,0.055473333,0.004703333,0.012868889
2014-01-01 11:00:00,1.1413933320000003,0.051882778,0.011439444,0.144757222,0.050144444,0.746257778,0.003136111,0.012664444,0.004308333,0.042769444,0.008725,0.038511667,0.005603889,0.008561667,0.012631111
2014-01-01 11:30:00,1.4327427780000002,0.062891667,0.082459444,0.113875556,0.084619444,0.352852222,0.002701667,0.013569444,0.004661111,0.03952,0.01093,0.571266667,0.074778889,0.005841667,0.012775
2014-01-01 12:00:00,0.579597777,0.102829444,0.031888333,0.005546667,0.059995,0.005025,0.00348,0.023377222,0.004707222,0.040011111,0.088175,0.0339,0.161990556,0.005875,0.012797222
2014-01-01 12:30:00,0.8118155570000001,0.054543333,0.053974444,0.005486667,0.021731667,0.005703889,0.002885556,0.022970556,0.004872222,0.039777778,0.021765,0.557871667,0.002466111,0.004725,0.013041667
2014-01-01 13:00:00,0.46965499899999996,0.154086667,0.062461111,0.005612222,0.092938333,0.004983333,0.003293889,0.021939444,0.006472778,0.052849444,0.008726111,0.034123889,0.003551667,0.005973889,0.012642222
2014-01-01 13:30:00,0.8763377760000001,0.071372222,0.022223889,0.016423333,0.036297222,0.005740556,0.00284,0.020083333,0.004912778,0.05749,0.010788333,0.556129444,0.054933333,0.004448333,0.012655
2014-01-01 14:00:00,0.6795338910000001,0.184250556,0.082530556,0.164801111,0.059592778,0.004975,0.003297778,0.021072222,0.056528889,0.04335,0.008746667,0.028187222,0.00353,0.005960556,0.012710556
2014-01-01 14:30:00,1.9620100010000003,0.709452778,0.016313889,0.14395,0.078263889,0.005476667,0.002570556,0.019667778,0.314695556,0.038281111,0.038317778,0.574439444,0.002526111,0.005027222,0.013027222
2014-01-01 15:00:00,0.981632778,0.558508333,0.060900556,0.011224444,0.010497222,0.00476,0.003323333,0.016923889,0.215763889,0.036566667,0.008833333,0.031581667,0.003775556,0.006312222,0.012661667
2014-01-01 15:30:00,1.9106705550000003,0.614067778,0.102345556,0.127378333,0.116398333,0.005522222,0.002612222,0.034922778,0.077363889,0.035616111,0.212725,0.561835,0.002381111,0.004825,0.012677222
2014-01-01 16:00:00,1.2038716659999997,0.533529444,0.064127778,0.153873889,0.036248889,0.004738889,0.149671111,0.039352778,0.027364444,0.038569444,0.103598333,0.030068333,0.003740556,0.00633,0.012657778
2014-01-01 16:30:00,1.693944446,0.562610556,0.115551111,0.009425556,0.101905556,0.005426667,0.249887222,0.039194444,0.004768333,0.038125556,0.010875556,0.535582222,0.002598889,0.00521,0.012782778
2014-01-01 17:00:00,1.25286889,0.54488,0.075323889,0.128733889,0.068051667,0.004910556,0.249755,0.039561667,0.004658333,0.038637778,0.008962778,0.067165556,0.003432222,0.006188333,0.012607222
2014-01-01 17:30:00,1.835624444,0.622973889,0.051725,0.145342222,0.03125,0.005451111,0.252772222,0.039648889,0.006982222,0.040285,0.097375,0.520818333,0.002687222,0.005360556,0.012952778
2014-01-01 18:00:00,1.816981111,0.448922222,0.045747778,0.005894444,0.125758333,0.004642778,0.25443,0.03985,0.011822778,0.042023889,0.255869444,0.100341111,0.462367222,0.006675556,0.012635556
2014-01-01 18:30:00,1.3955233329999996,0.132404444,0.078261111,0.005615556,0.0372,0.004981111,0.254537222,0.040141111,0.020318889,0.040033333,0.262792778,0.496636111,0.003303889,0.006252778,0.013045
2014-01-01 19:00:00,1.056298887,0.108935556,0.013413889,0.005658333,0.120502222,0.004394444,0.256178333,0.031013333,0.065606111,0.04058,0.262798333,0.12269,0.00415,0.007384444,0.012993889
2014-01-01 19:30:00,1.237731112,0.139362778,0.082696111,0.005632222,0.111287222,0.00517,0.256217222,0.022748333,0.023546111,0.039705556,0.067467778,0.461606667,0.003115556,0.006061667,0.013113889
2014-01-01 20:00:00,0.778908887,0.094052222,0.027533333,0.005608889,0.108448333,0.004882778,0.256898333,0.024024444,0.004776111,0.054976111,0.009467222,0.164994444,0.003627778,0.006580556,0.013038333
2014-01-01 20:30:00,1.1318938879999998,0.122044444,0.059446111,0.005623889,0.138202778,0.008600556,0.252568333,0.023932222,0.004832222,0.052003333,0.010616667,0.431842222,0.003040556,0.005951111,0.013189444
2014-01-01 21:00:00,0.7621516649999999,0.124163333,0.056362222,0.005658333,0.209431667,0.005358333,0.017547778,0.02415,0.012118333,0.054324444,0.036148889,0.194552222,0.003193889,0.005892222,0.01325
2014-01-01 21:30:00,0.8445438879999999,0.096300556,0.026252222,0.005623333,0.130559444,0.005555,0.051061667,0.023729444,0.021867778,0.052453333,0.010383333,0.399551667,0.002782778,0.005376111,0.013047222
2014-01-01 22:00:00,0.6760316670000001,0.155921667,0.079721111,0.00567,0.081773889,0.005412222,0.003166111,0.023669444,0.004887778,0.053980556,0.009676667,0.230364444,0.003152778,0.005583889,0.013051111
2014-01-01 22:30:00,0.7342849999999999,0.158684444,0.019642778,0.005666111,0.066070556,0.005592778,0.003053889,0.023643889,0.004917222,0.052828889,0.01025,0.362657222,0.002886667,0.005252222,0.013138333
2014-01-01 23:00:00,0.695457223,0.196883889,0.067163333,0.005683333,0.033275556,0.005454444,0.003205,0.022086111,0.004865,0.047370556,0.009892778,0.277971667,0.003078889,0.005435,0.013091667
2014-01-01 23:30:00,0.718161666,0.12367,0.051918333,0.005638333,0.089881111,0.005535556,0.003057778,0.020751667,0.004888333,0.046258889,0.01018,0.334749444,0.002971667,0.005426111,0.013234444
2014-01-02 00:00:00,0.648636112,0.160338333,0.035783333,0.005657778,0.014000556,0.005491667,0.003209444,0.020528889,0.004880556,0.045793889,0.010071111,0.321410556,0.003016111,0.005341111,0.013112778
2014-01-02 00:30:00,0.6867677770000001,0.107958333,0.082056111,0.005608889,0.078531667,0.005452778,0.003144444,0.020592222,0.004860556,0.046446111,0.009985,0.300459444,0.003062778,0.005487222,0.013122222
2014-01-02 01:00:00,0.7080883339999999,0.192848889,0.006085556,0.005699444,0.031925556,0.005560556,0.003141667,0.020608889,0.004894444,0.045978333,0.010237222,0.359844444,0.002905,0.005227778,0.013130556
2014-01-02 01:30:00,0.625592779,0.104900556,0.082567778,0.005588333,0.058411111,0.005343889,0.004246667,0.02046,0.004823889,0.04573,0.009703333,0.262295556,0.003151111,0.005505,0.012865556
2014-01-02 02:00:00,0.7497116679999999,0.164626667,0.030396667,0.005641667,0.038006667,0.005556667,0.003067222,0.020422222,0.004855556,0.045032222,0.01031,0.400932778,0.002812222,0.005095,0.012956111
2014-01-02 02:30:00,0.515433887,0.079163333,0.046114444,0.005562222,0.053234444,0.005281667,0.003233889,0.020469444,0.004795,0.045003333,0.009511667,0.221381111,0.003260556,0.005618333,0.012804444
2014-01-02 03:00:00,0.6759183339999999,0.034263333,0.068762222,0.005516667,0.033417778,0.005552778,0.003056667,0.020347778,0.004848889,0.045037222,0.010372222,0.423877222,0.002811111,0.005108889,0.012945556
2014-01-02 03:30:00,0.46028999899999995,0.084768889,0.013558333,0.005628333,0.05794,0.005327778,0.003316667,0.020876111,0.004856111,0.045906111,0.009551111,0.186204444,0.003365556,0.005836111,0.013154444
2014-01-02 04:00:00,0.777920001,0.098623889,0.079453889,0.005612222,0.014020556,0.005716111,0.003088333,0.020768889,0.004927778,0.04615,0.010716111,0.467722222,0.002741667,0.005087778,0.013290556
2014-01-02 04:30:00,0.393411668,0.022363889,0.024803889,0.005555556,0.080955556,0.005256111,0.003329444,0.020927778,0.004841667,0.04907,0.009358889,0.144349444,0.003467778,0.005976111,0.013155556
2014-01-02 05:00:00,0.803672221,0.097982222,0.056428333,0.005627222,0.005889444,0.005796667,0.003053889,0.020746667,0.004978889,0.048503333,0.010970556,0.522809444,0.00261,0.004937222,0.013338333
2014-01-02 05:30:00,0.450232223,0.082658889,0.058182778,0.005609444,0.088688889,0.005198333,0.003350556,0.020780556,0.004813333,0.047777222,0.009157778,0.101353333,0.003536667,0.006038889,0.013085556
2014-01-02 06:00:00,0.947015556,0.234888333,0.013718889,0.005731111,0.006086667,0.005905556,0.002966111,0.020578889,0.004968333,0.048108889,0.011174444,0.572425556,0.002448889,0.004712778,0.013301111
2014-01-02 06:30:00,0.7882099989999999,0.291499444,0.068021667,0.005805,0.063077222,0.005178333,0.003231111,0.020862778,0.004792222,0.048306111,0.008928333,0.056243889,0.003937778,0.005912778,0.202413333
2014-01-02 07:00:00,1.065887222,0.226728889,0.040889444,0.005694444,0.038693889,0.005910556,0.002795,0.020571111,0.004935,0.047951111,0.01122,0.60273,0.002405556,0.00456,0.050802222
2014-01-02 07:30:00,0.5835694450000001,0.231445,0.034931111,0.005726667,0.061725556,0.00503,0.003341667,0.019671667,0.054722222,0.053508333,0.016853333,0.037205,0.003757222,0.006155,0.049496667
2014-01-02 08:00:00,1.5105694439999997,0.211602222,0.080936667,0.005672222,0.040661667,0.005622778,0.095983333,0.013251111,0.062476111,0.052872778,0.057071111,0.626606667,0.202411111,0.005002222,0.050399444
2014-01-02 08:30:00,0.8652022249999999,0.179265556,0.008832778,0.005686667,0.102077778,0.004575556,0.252072778,0.013566667,0.012087222,0.040703333,0.010977222,0.036901667,0.143441667,0.006791667,0.048221667
2014-01-02 09:00:00,1.433679444,0.120147778,0.075641667,0.005595,0.06833,0.005248889,0.151315,0.013649444,0.005824444,0.040633333,0.2607,0.628840556,0.002913333,0.005497778,0.049342222
2014-01-02 09:30:00,0.5833322220000001,0.096241667,0.043480556,0.005591111,0.017397778,0.004676111,0.003376111,0.013695,0.004486111,0.040778333,0.256676111,0.038312778,0.004042222,0.006511111,0.048067222
2014-01-02 10:00:00,1.442835554,0.202603333,0.040462222,0.005662778,0.091498333,0.005443889,0.002583333,0.013753889,0.087853889,0.040584444,0.26011,0.635611667,0.002698889,0.004959444,0.049009444
2014-01-02 10:30:00,0.6413738879999998,0.144276111,0.068371667,0.005613889,0.011003333,0.004674444,0.003427778,0.013663333,0.017090556,0.040776667,0.257153333,0.037834444,0.00401,0.006317222,0.027161111
2014-01-02 11:00:00,1.151870556,0.059947778,0.010122222,0.005533333,0.086851667,0.005546111,0.002681667,0.013613889,0.004642778,0.040128889,0.261322222,0.620222778,0.002608889,0.005723333,0.032925
2014-01-02 11:30:00,0.682299999,0.166441111,0.069898889,0.005664444,0.014531667,0.004645,0.003459444,0.013411667,0.050817778,0.040809444,0.258793333,0.029431111,0.004060556,0.007568333,0.012767222
2014-01-02 12:00:00,1.3018938899999999,0.17334,0.043472778,0.122926667,0.095396667,0.005784444,0.002703889,0.013378889,0.071817778,0.040525556,0.095769444,0.615218889,0.002492778,0.005846111,0.01322
2014-01-02 12:30:00,0.484000557,0.100207222,0.030473333,0.164567778,0.054625556,0.005166667,0.003416667,0.013926667,0.004813333,0.040687222,0.008943333,0.033450556,0.003653889,0.007015556,0.013052778
2014-01-02 13:00:00,1.000367778,0.13015,0.079981667,0.005551667,0.045429444,0.00595,0.002785556,0.013534444,0.013533333,0.040141667,0.011345556,0.631029444,0.002282222,0.005497222,0.013155556
2014-01-02 13:30:00,1.170312777,0.115873333,0.010567778,0.005612222,0.058101667,0.721008333,0.003063333,0.013706111,0.054151111,0.040467778,0.009087778,0.111997778,0.004714444,0.00927,0.012691111
2014-01-02 14:00:00,1.5975394450000002,0.225533333,0.062961111,0.005680556,0.04814,0.540341111,0.002646111,0.013932778,0.004618889,0.040253889,0.011267222,0.618558889,0.003251667,0.007362778,0.012991111
2014-01-02 14:30:00,0.49266388800000005,0.205052778,0.055431667,0.005698889,0.055651111,0.042104444,0.003383889,0.01389,0.004773333,0.040544444,0.008874444,0.033378889,0.003718333,0.007168889,0.012992778
2014-01-02 15:00:00,0.9363950000000001,0.169352222,0.029852778,0.005643889,0.048263333,0.005861667,0.002855556,0.013731111,0.004953889,0.040346667,0.011223333,0.582887222,0.002465,0.005688333,0.01327
2014-01-02 15:30:00,0.534853888,0.243362778,0.082994444,0.005738333,0.052756667,0.005134444,0.003414444,0.013846111,0.004822778,0.040685,0.009001667,0.049377778,0.003614444,0.007007222,0.013097778
2014-01-02 16:00:00,0.876460554,0.145102778,0.014515,0.005632778,0.055788889,0.005832222,0.002884444,0.016393889,0.004961111,0.042822222,0.011078333,0.549904444,0.002514444,0.005756667,0.013273333
2014-01-02 16:30:00,0.5226150009999999,0.210498889,0.070973889,0.00571,0.049191111,0.005177778,0.003382778,0.016853889,0.004824444,0.043623889,0.009080556,0.07985,0.003518333,0.006892778,0.013036667
2014-01-02 17:00:00,1.0045533350000002,0.160307778,0.048147778,0.005638333,0.058575556,0.005555556,0.106664444,0.016568333,0.004876111,0.042873889,0.010873889,0.522671667,0.002698889,0.006050556,0.013050556
2014-01-02 17:30:00,1.1934222229999996,0.176031111,0.035560556,0.005717778,0.043715556,0.003856667,0.664047222,0.016663889,0.005082222,0.043656111,0.05576,0.117362222,0.004471111,0.0088,0.012697778
2014-01-02 18:00:00,1.367410002,0.159856667,0.079123889,0.005655556,0.090832778,0.005022222,0.441095556,0.016486667,0.004724444,0.043310556,0.010690556,0.487718333,0.003071667,0.006871111,0.01295
2014-01-02 18:30:00,0.6585594439999999,0.202860556,0.010217778,0.005713333,0.046537222,0.005012778,0.145042222,0.016688889,0.004773333,0.043253889,0.009287222,0.145750556,0.003532778,0.007054444,0.012834444
2014-01-02 19:00:00,1.039861666,0.190875556,0.070453889,0.005672222,0.117751667,0.005595,0.002805,0.026047222,0.032025,0.043737222,0.057189444,0.466355,0.002611667,0.005903333,0.012839444
2014-01-02 19:30:00,0.7103461090000001,0.242777222,0.032585,0.005740556,0.019713333,0.005193333,0.038683333,0.030993333,0.048809444,0.04862,0.036448333,0.177765,0.003384444,0.006725,0.012907778
2014-01-02 20:00:00,1.1162349989999998,0.097100556,0.117576111,0.005548889,0.090379444,0.005171111,0.252522222,0.025703333,0.004818333,0.05021,0.01045,0.434132778,0.003056111,0.0067,0.012866111
2014-01-02 20:30:00,0.840085556,0.119180556,0.102102222,0.005602778,0.028978333,0.0049,0.254947778,0.023533889,0.005367222,0.049447778,0.009603333,0.212597778,0.00358,0.007278889,0.012965
2014-01-02 21:00:00,1.030611666,0.126884444,0.081096111,0.005615,0.048448333,0.005167778,0.255851111,0.023635,0.004827222,0.049451667,0.010402222,0.396127222,0.00318,0.00686,0.013065556
2014-01-02 21:30:00,0.7819205539999999,0.103591111,0.045039444,0.005626111,0.091793333,0.005156111,0.170381667,0.023893333,0.004852222,0.054031667,0.00981,0.244234444,0.003361111,0.007009444,0.013140556
2014-01-02 22:00:00,0.8228144440000001,0.194452222,0.041066111,0.0057,0.006052778,0.005728889,0.003079444,0.023511111,0.010654444,0.055778889,0.010617222,0.444341111,0.002732778,0.005895556,0.013203889
2014-01-02 22:30:00,0.8319699980000002,0.123753333,0.081006667,0.005622778,0.109239444,0.005574444,0.003533889,0.023439444,0.004873333,0.051159444,0.010314444,0.391682222,0.002736111,0.005995556,0.013038889
2014-01-02 23:00:00,0.689016667,0.189474444,0.009726111,0.005682222,0.022609444,0.005525556,0.004257778,0.022012778,0.004885556,0.045933889,0.010182778,0.346588333,0.002937778,0.006123889,0.013076111
2014-01-02 23:30:00,0.88425222,0.194477778,0.078966111,0.005679444,0.050757222,0.005632222,0.021351111,0.02055,0.004887778,0.043703889,0.010574444,0.425756111,0.002738333,0.005989444,0.013188333
2014-01-03 00:00:00,0.719969999,0.161154444,0.040717778,0.005649444,0.070058889,0.005501111,0.00364,0.020591111,0.007516111,0.045432222,0.010125556,0.327310556,0.002965,0.006228333,0.013079444
2014-01-03 00:30:00,0.8428877789999999,0.209133889,0.043974444,0.005683333,0.00597,0.005696667,0.003088889,0.020442778,0.00729,0.051902222,0.010625556,0.457481667,0.002690556,0.005802222,0.013105556
2014-01-03 01:00:00,0.8087661110000001,0.146181111,0.070135556,0.005633333,0.086741667,0.005570556,0.003029444,0.020613333,0.00729,0.05141,0.010311667,0.379761111,0.002859444,0.00611,0.013118889
2014-01-03 01:30:00,0.804006112,0.153612222,0.005086111,0.005645556,0.033822222,0.005741667,0.003005,0.020453889,0.004929444,0.046815556,0.010795556,0.492527222,0.002617222,0.005766667,0.013187778
2014-01-03 02:00:00,0.7344877759999999,0.186855,0.078459444,0.005666667,0.005534444,0.005507222,0.003205556,0.020436111,0.004869444,0.045794444,0.010130556,0.345842222,0.003004444,0.006149444,0.013032778
2014-01-03 02:30:00,0.8372522210000001,0.054571111,0.033599444,0.005539444,0.093098333,0.005776111,0.002865,0.020625556,0.004914444,0.045945,0.010948889,0.537988333,0.002513889,0.005735556,0.013131111
2014-01-03 03:00:00,0.641726668,0.149572222,0.035663889,0.00564,0.025181667,0.005490556,0.003225,0.020611667,0.00487,0.045331111,0.01003,0.313679444,0.003080556,0.006282778,0.013067778
2014-01-03 03:30:00,0.787706112,0.117753889,0.068561667,0.005598333,0.005808889,0.005710556,0.003091667,0.020559444,0.004920556,0.045529444,0.010719444,0.477743889,0.002707222,0.005850556,0.013150556
2014-01-03 04:00:00,0.582451667,0.055318333,0.014043333,0.005582222,0.105781111,0.005493889,0.003137778,0.020921667,0.004895556,0.046557222,0.010016667,0.287815,0.003133889,0.006516667,0.013238333
2014-01-03 04:30:00,0.8629405549999999,0.165185556,0.05755,0.005662222,0.005903333,0.005845556,0.003088889,0.020708333,0.004978889,0.045643333,0.010997222,0.515539444,0.002641111,0.005830556,0.013366111
2014-01-03 05:00:00,0.5446500009999998,0.083866111,0.058725556,0.005614444,0.034871111,0.005406111,0.003317778,0.020923333,0.004906667,0.045848889,0.009847778,0.248242222,0.003262778,0.006575556,0.013241667
2014-01-03 05:30:00,0.856567778,0.113510556,0.011602222,0.005608889,0.070537222,0.005813889,0.002885,0.020667222,0.004942778,0.045270556,0.011042222,0.543204444,0.0025,0.005716111,0.013266667
2014-01-03 06:00:00,0.6686161110000001,0.263372222,0.065177222,0.005769444,0.005470556,0.005416111,0.003371667,0.020768889,0.00488,0.045652222,0.009717778,0.216535556,0.003303333,0.005991111,0.01319
2014-01-03 06:30:00,1.4134205530000001,0.33163,0.043912222,0.00581,0.073347222,0.006049444,0.002594444,0.020687222,0.004939444,0.045669444,0.01146,0.639581111,0.002637222,0.004406667,0.220696111
2014-01-03 07:00:00,0.773609999,0.278878889,0.027919444,0.005788333,0.036587222,0.005277778,0.003305,0.020351667,0.018633333,0.051315556,0.080530556,0.185998333,0.003469444,0.005837222,0.049717222
2014-01-03 07:30:00,1.659326111,0.308842778,0.069388333,0.005777778,0.264799444,0.005540556,0.223008333,0.013807222,0.005728333,0.038053333,0.027565556,0.639155556,0.00249,0.005288333,0.049880556
2014-01-03 08:00:00,0.9356305559999998,0.155671111,0.023727222,0.005656111,0.185658889,0.004837778,0.255648333,0.013920556,0.004705556,0.040704444,0.009486667,0.177270556,0.003663889,0.006588333,0.048091111
2014-01-03 08:30:00,1.378657222,0.182423333,0.048156111,0.005657222,0.084458889,0.005548333,0.254641111,0.013625556,0.004849444,0.043360556,0.011608889,0.690313889,0.002507222,0.005218889,0.026287778
2014-01-03 09:00:00,0.878338333,0.256471667,0.068725,0.005772222,0.048611111,0.004922222,0.163071667,0.013802778,0.035672222,0.037112778,0.033165,0.133803333,0.057791667,0.006383333,0.013033333
2014-01-03 09:30:00,1.071441112,0.125891667,0.008460556,0.005614444,0.085865,0.006106667,0.002565,0.013402222,0.004925,0.03635,0.011836111,0.750985,0.001997778,0.004266667,0.013175
2014-01-03 10:00:00,0.48587222399999996,0.151412778,0.064181667,0.005646667,0.0114,0.0052,0.003379444,0.013700556,0.007235556,0.036417778,0.031387222,0.133598889,0.003478333,0.005881667,0.012951667
2014-01-03 10:30:00,1.087521111,0.20506,0.052753333,0.00568,0.075095556,0.005967222,0.002697222,0.013292222,0.004898889,0.035947222,0.01143,0.654855556,0.002226667,0.004517222,0.0131
2014-01-03 11:00:00,0.48845222000000005,0.086416111,0.023341111,0.005601111,0.035584444,0.005037222,0.003341111,0.01233,0.004667222,0.036561111,0.127866111,0.125056667,0.003618333,0.006157222,0.012874444
2014-01-03 11:30:00,1.218692779,0.140443889,0.068505556,0.005586111,0.066797222,0.00621,0.002851667,0.021512222,0.004958333,0.036022778,0.028623889,0.649181667,0.170753889,0.004080556,0.013165
2014-01-03 12:00:00,0.6528344439999999,0.041949444,0.024987222,0.005519444,0.117561111,0.005258889,0.003415,0.017382778,0.004801111,0.036409444,0.009147778,0.122403889,0.245483889,0.005685556,0.012828889
2014-01-03 12:30:00,1.1491127769999998,0.242922222,0.045156667,0.005687222,0.109672222,0.005956667,0.002616111,0.013628889,0.004893333,0.036053333,0.011421667,0.651258889,0.002214444,0.004533333,0.013097778
2014-01-03 13:00:00,0.65512389,0.189131111,0.067377222,0.005671667,0.103580556,0.005110556,0.003171667,0.014898889,0.077806667,0.036562778,0.009202222,0.120112222,0.003497222,0.006036111,0.012965
2014-01-03 13:30:00,1.3075650019999998,0.284872778,0.003198889,0.005750556,0.264411111,0.006000556,0.002305556,0.013693333,0.013936667,0.042506111,0.011441667,0.639504444,0.002085556,0.004597778,0.01326
2014-01-03 14:00:00,0.485447778,0.097248889,0.068403889,0.005596667,0.091858889,0.005215,0.003277778,0.022876667,0.004827222,0.043344444,0.009227778,0.111071667,0.003507222,0.006017222,0.012974444
2014-01-03 14:30:00,1.6106727779999999,0.682927778,0.048611111,0.006112778,0.121162222,0.006163889,0.002595556,0.020851111,0.004970556,0.040684444,0.011605,0.645278889,0.002071111,0.004397222,0.013241111
2014-01-03 15:00:00,0.9024805540000003,0.644753333,0.024931111,0.006105,0.007732222,0.005411111,0.003393333,0.020876667,0.004856111,0.036487778,0.009393889,0.116356111,0.003381111,0.005759444,0.013043333
2014-01-03 15:30:00,1.688732222,0.689097778,0.069972222,0.00612,0.102621667,0.006038889,0.002651111,0.020697222,0.004865556,0.03615,0.094948889,0.635542222,0.002201111,0.004576111,0.013249444
2014-01-03 16:00:00,1.096677222,0.607339444,0.031218333,0.00608,0.028500556,0.005091111,0.159577222,0.02336,0.004796667,0.039217778,0.009309444,0.105877778,0.057191111,0.006192222,0.012925556
2014-01-03 16:30:00,1.54227889,0.599530556,0.053375,0.006028333,0.06976,0.005899444,0.080068889,0.023164444,0.007260556,0.041518333,0.011347778,0.624600556,0.002206667,0.004532778,0.012985556
2014-01-03 17:00:00,1.8549594430000003,0.600274444,0.060271111,0.006051111,0.058454444,0.005299444,0.252856111,0.022886111,0.004821667,0.045272778,0.009193333,0.120536667,0.650592222,0.005803333,0.012646667
2014-01-03 17:30:00,1.8488777770000004,0.589437222,0.014511111,0.006031111,0.117073889,0.005642778,0.253233889,0.023272778,0.004856111,0.045733889,0.011533889,0.663222222,0.095594444,0.005853333,0.012881111
